User Name,Course Title,Quiz Score,Engagement Score,Assignment Grade,Overall Rating
Jason Jennings,Data Analysis with Pandas,54.0,84,50,65
Jason Jennings,Data Ethics,69.0,77,56,71
Jason Jennings,Data Cleaning & Preprocessing,54.0,51,67,67
Jason Jennings,Data Analysis for Business Decisions,100.0,81,94,96
Jason Jennings,Data Visualization with Matplotlib,91.0,57,64,80
Jason Jennings,Web Application Security,92.0,84,97,95
Jason Jennings,Financial Reporting Standards,75.0,82,85,84
Jason Jennings,Ethereum Development,51.0,58,84,73
Jason Jennings,Model Evaluation,89.0,96,59,81
Jason Jennings,AWS Fundamentals,99.0,85,71,88
Jason Jennings,Content Management Systems (CMS),98.0,88,81,91
Jason Jennings,Risk Analysis and Management,85.0,99,64,82
Jason Jennings,Understanding Consumer Behavior,66.0,96,63,75
Jason Jennings,Business Case Development,70.0,76,68,76
Jason Jennings,Social Media Content Creation,81.0,83,56,76
Brittney Smith,Data Analysis for Business Decisions,65.0,76,82,79
Brittney Smith,Data Cleaning & Preprocessing,92.0,90,80,89
Brittney Smith,Data Analysis with Pandas,52.0,52,85,73
Brittney Smith,Data Ethics,86.0,71,65,80
Brittney Smith,Data Visualization with Matplotlib,65.0,96,63,74
Brittney Smith,Monitoring and Logging,95.0,87,68,86
Brittney Smith,Malware Analysis,94.0,50,98,92
Brittney Smith,Customer Service Skills for IT,79.0,55,98,87
Brittney Smith,Web Performance Optimization,95.0,63,73,85
Brittney Smith,Time Management for Sales,84.0,91,63,81
Brittney Smith,Conflict Resolution in HR,99.0,68,76,88
Brittney Smith,Financial Analysis Techniques,79.0,95,81,86
Brittney Smith,Ethical Hacking Basics,94.0,52,76,85
Brittney Smith,Personal Finance Skills,60.0,57,88,78
Brittney Smith,Closing Sales Strategies,53.0,64,70,69
William Johnson,Data Cleaning & Preprocessing,77.0,93,54,75
William Johnson,Data Analysis with Pandas,91.0,69,57,79
William Johnson,Data Ethics,54.0,96,74,74
William Johnson,Data Analysis for Business Decisions,77.0,50,97,86
William Johnson,Virtual Reality Development,81.0,51,88,84
William Johnson,Content Promotion Strategies,100.0,60,56,81
William Johnson,Mobile Testing Strategies,60.0,54,76,73
William Johnson,Risk Management in Projects,90.0,87,91,92
William Johnson,Business Process Modeling,51.0,86,81,75
William Johnson,Deployment of ML Models,63.0,76,77,77
William Johnson,Frontend Development Basics,84.0,52,72,80
William Johnson,Blogging for Beginners,51.0,75,50,63
William Johnson,Container Orchestration with Kubernetes,57.0,55,84,75
William Johnson,HTML & CSS,75.0,79,71,79
William Johnson,Project Management Basics,93.0,84,64,83
Amber Contreras,Data Visualization with Matplotlib,96.0,70,79,88
Amber Contreras,Data Analysis with Pandas,69.0,97,72,79
Amber Contreras,Data Analysis for Business Decisions,72.0,75,95,86
Amber Contreras,Data Ethics,53.0,99,55,68
Amber Contreras,Data Cleaning & Preprocessing,53.0,90,73,73
Amber Contreras,Ethical Hacking Basics,92.0,51,64,80
Amber Contreras,Consensus Algorithms,70.0,63,67,74
Amber Contreras,Sales Fundamentals,96.0,55,96,93
Amber Contreras,Introduction to Machine Learning,78.0,84,91,88
Amber Contreras,Backend Development Fundamentals,66.0,98,88,84
Amber Contreras,Unity Basics,50.0,87,62,68
Amber Contreras,Multiplayer Game Development,98.0,75,70,86
Derek Gallegos,Data Cleaning & Preprocessing,97.0,63,74,86
Derek Gallegos,Data Ethics,85.0,67,83,86
Derek Gallegos,Data Visualization with Matplotlib,99.0,66,61,83
Derek Gallegos,Data Analysis with Pandas,93.0,73,71,85
Derek Gallegos,Data Analysis for Business Decisions,62.0,91,63,73
Derek Gallegos,Introduction to Finance,92.0,68,72,84
Derek Gallegos,Understanding Financial Markets,75.0,92,53,74
Derek Gallegos,Cryptocurrency Fundamentals,93.0,80,69,85
Derek Gallegos,Blockchain Use Cases,100.0,88,73,89
Derek Gallegos,Backend Development Fundamentals,65.0,60,96,82
Derek Gallegos,Introduction to DevOps,91.0,60,52,76
Victoria James,Data Ethics,62.0,90,55,70
Victoria James,Data Visualization with Matplotlib,84.0,66,81,84
Victoria James,Data Analysis for Business Decisions,71.0,66,62,73
Victoria James,Data Cleaning & Preprocessing,84.0,51,92,87
Victoria James,Containerization with Docker,60.0,60,60,68
Victoria James,Model Evaluation,62.0,83,51,68
Victoria James,Frontend Development Basics,55.0,82,55,67
Victoria James,Networking Basics,50.0,92,60,68
Victoria James,Reinforcement Learning Techniques,73.0,71,59,73
Victoria James,Publishing Mobile Apps,81.0,84,63,79
Victoria James,Security in Cloud Computing,67.0,82,91,84
Victoria James,HR Analytics,79.0,69,63,77
Victoria James,Performance Optimization for Mobile Apps,89.0,50,73,82
Victoria James,Vulnerability Assessment,71.0,79,78,80
Lisa Taylor,Data Analysis with Pandas,72.0,58,83,80
Lisa Taylor,Data Visualization with Matplotlib,74.0,64,92,84
Lisa Taylor,Data Analysis for Business Decisions,72.0,51,82,79
Lisa Taylor,Data Ethics,65.0,85,92,83
Lisa Taylor,Data Cleaning & Preprocessing,70.0,87,67,77
Lisa Taylor,API Development,94.0,73,98,94
Lisa Taylor,Cloud Security Best Practices,77.0,80,82,84
Lisa Taylor,Budgeting for Projects,55.0,84,54,67
Lisa Taylor,HR Technology Tools,82.0,94,79,86
Lisa Taylor,Responsive Web Design,61.0,96,62,73
Andrew Lawrence,Data Visualization with Matplotlib,54.0,78,82,75
Andrew Lawrence,Data Analysis with Pandas,73.0,79,81,82
Andrew Lawrence,Data Analysis for Business Decisions,62.0,63,91,80
Andrew Lawrence,Data Ethics,76.0,76,62,76
Andrew Lawrence,Introduction to AI,88.0,95,72,86
Andrew Lawrence,Email Marketing Basics,57.0,57,54,65
Andrew Lawrence,Project Management Tools Overview,75.0,98,79,84
Andrew Lawrence,Financial Planning and Forecasting,90.0,75,76,86
Andrew Lawrence,AWS Fundamentals,94.0,89,69,86
Andrew Lawrence,Personal Finance Skills,72.0,76,60,74
Ruben Carter,Data Ethics,92.0,75,81,88
Ruben Carter,Data Analysis for Business Decisions,50.0,89,93,79
Ruben Carter,Data Visualization with Matplotlib,69.0,85,96,86
Ruben Carter,Data Analysis with Pandas,57.0,87,83,78
Ruben Carter,Data Cleaning & Preprocessing,73.0,55,79,79
Ruben Carter,Security Awareness for IT Support,69.0,83,51,70
Ruben Carter,Risk Analysis and Management,67.0,78,99,86
Ruben Carter,Time Management for Sales,50.0,63,95,77
Ruben Carter,Customer Service Excellence,78.0,95,76,83
Ruben Carter,Risk Management in Projects,74.0,62,64,74
Brian Gould,Data Visualization with Matplotlib,87.0,81,65,81
Brian Gould,Data Cleaning & Preprocessing,69.0,56,84,79
Brian Gould,Data Analysis for Business Decisions,70.0,58,93,83
Brian Gould,Data Ethics,81.0,88,61,78
Brian Gould,Data Analysis with Pandas,60.0,92,56,70
Brian Gould,Unreal Engine Basics,93.0,90,96,95
Brian Gould,Cryptography Basics,84.0,64,95,89
Brian Gould,Blockchain Security,73.0,98,76,82
Brian Gould,Configuration Management with Ansible,97.0,51,86,89
Brian Gould,Introduction to Content Creation,72.0,89,62,76
Brian Gould,Change Management Strategies,73.0,67,71,77
Brian Gould,Express.js,59.0,62,68,71
Angela Castaneda,Data Analysis for Business Decisions,78.0,87,86,86
Angela Castaneda,Data Analysis with Pandas,62.0,96,60,72
Angela Castaneda,Data Ethics,94.0,66,75,86
Angela Castaneda,Data Visualization with Matplotlib,98.0,84,57,83
Angela Castaneda,Data Cleaning & Preprocessing,54.0,90,76,74
Angela Castaneda,Computer Vision Basics,84.0,94,78,86
Angela Castaneda,Reinforcement Learning Techniques,91.0,58,50,75
Angela Castaneda,Diversity and Inclusion Initiatives,57.0,97,60,71
Angela Castaneda,Introduction to Human Resources,75.0,58,98,86
Angela Castaneda,Introduction to Blockchain,94.0,50,56,78
Angela Castaneda,Content Management Systems (CMS),80.0,73,88,86
Angela Castaneda,iOS Development Basics,50.0,91,84,76
Joseph Lopez,Data Ethics,94.0,54,80,86
Joseph Lopez,Data Visualization with Matplotlib,61.0,76,92,81
Joseph Lopez,Data Analysis with Pandas,70.0,55,80,78
Joseph Lopez,Data Cleaning & Preprocessing,71.0,95,77,81
Joseph Lopez,Data Analysis for Business Decisions,53.0,85,78,74
Joseph Lopez,Risk Analysis and Management,82.0,70,83,85
Joseph Lopez,Multiplayer Game Development,52.0,75,68,70
Joseph Lopez,Financial Planning and Forecasting,52.0,63,57,64
Joseph Lopez,Introduction to Blockchain,71.0,74,95,86
Joseph Lopez,React,63.0,67,54,68
Joseph Lopez,Mobile Testing Strategies,86.0,88,89,90
Joseph Lopez,Business Case Development,58.0,55,58,66
Gregory Marsh,Data Visualization with Matplotlib,78.0,58,64,75
Gregory Marsh,Data Analysis with Pandas,67.0,62,77,77
Gregory Marsh,Data Cleaning & Preprocessing,67.0,99,85,83
Gregory Marsh,Data Ethics,83.0,85,57,78
Gregory Marsh,Data Analysis for Business Decisions,86.0,88,95,92
Gregory Marsh,Unsupervised Learning,58.0,64,61,68
Gregory Marsh,AI in Robotics,97.0,100,73,90
Gregory Marsh,iOS Development Basics,88.0,96,53,79
Gregory Marsh,Interaction Design Principles,62.0,66,73,74
Gregory Marsh,Serverless Architecture,68.0,86,53,71
Gregory Marsh,Brand Management Online,80.0,77,91,88
Gregory Marsh,Ethereum Development,57.0,67,85,76
Joy Jackson,Data Ethics,68.0,88,53,71
Joy Jackson,Data Cleaning & Preprocessing,88.0,74,92,90
Joy Jackson,Data Visualization with Matplotlib,89.0,75,71,84
Joy Jackson,Data Analysis with Pandas,92.0,73,84,89
Joy Jackson,Data Analysis for Business Decisions,98.0,87,69,87
Joy Jackson,Container Orchestration with Kubernetes,81.0,74,72,81
Joy Jackson,Content Promotion Strategies,98.0,96,96,98
Joy Jackson,Financial Reporting Standards,76.0,50,92,84
Joy Jackson,Project Management Basics,92.0,76,75,86
Joy Jackson,Mobile App Security,83.0,81,74,83
Michael Ryan,Data Cleaning & Preprocessing,82.0,53,59,75
Michael Ryan,Data Analysis with Pandas,51.0,94,85,77
Michael Ryan,Data Ethics,70.0,90,95,87
Michael Ryan,Data Analysis for Business Decisions,67.0,86,94,85
Michael Ryan,Data Visualization with Matplotlib,51.0,56,75,70
Michael Ryan,Cloud Security Best Practices,53.0,86,61,68
Michael Ryan,Serverless Architecture,92.0,64,95,92
Michael Ryan,Container Orchestration with Kubernetes,53.0,100,63,71
Michael Ryan,Design Thinking Process,50.0,75,56,65
Michael Ryan,App Monetization Strategies,83.0,87,93,90
Sara Clark,Data Ethics,55.0,50,97,78
Sara Clark,Data Analysis for Business Decisions,55.0,52,99,79
Sara Clark,Data Analysis with Pandas,90.0,60,91,89
Sara Clark,Data Visualization with Matplotlib,65.0,93,83,81
Sara Clark,Data Cleaning & Preprocessing,85.0,71,68,81
Sara Clark,Conflict Resolution in HR,89.0,59,89,88
Sara Clark,Hardware Repair Skills,85.0,71,67,80
Sara Clark,API Development,80.0,98,59,78
Sara Clark,Communication Skills for Project Managers,60.0,91,99,85
Sara Clark,Unreal Engine Basics,68.0,79,70,76
Sara Clark,Introduction to Content Creation,89.0,60,87,88
Sara Clark,AI in Healthcare,61.0,72,94,81
Kara Cortez,Data Ethics,75.0,61,80,80
Kara Cortez,Data Visualization with Matplotlib,89.0,53,71,81
Kara Cortez,Data Analysis for Business Decisions,74.0,77,97,88
Kara Cortez,Data Cleaning & Preprocessing,69.0,99,76,81
Kara Cortez,Data Analysis with Pandas,82.0,90,70,82
Kara Cortez,Web Performance Optimization,63.0,56,54,67
Kara Cortez,Cloud Cost Management,64.0,91,67,75
Kara Cortez,Presentation Skills for Business Analysts,86.0,64,91,88
Kara Cortez,Blogging for Beginners,63.0,63,85,78
Kara Cortez,Influencer Marketing,61.0,81,71,74
Kara Cortez,Containerization with Docker,65.0,78,74,76
Kara Cortez,Game Testing Techniques,86.0,50,61,76
Kara Cortez,API Integration in Mobile Apps,59.0,70,94,81
Kara Cortez,Introduction to Content Creation,66.0,78,53,69
Kara Cortez,Game Monetization Strategies,99.0,88,57,83
Gloria Mitchell,Data Visualization with Matplotlib,88.0,58,95,90
Gloria Mitchell,Data Cleaning & Preprocessing,55.0,73,50,64
Gloria Mitchell,Data Analysis for Business Decisions,99.0,68,87,92
Gloria Mitchell,Data Analysis with Pandas,54.0,83,84,77
Gloria Mitchell,Data Ethics,100.0,78,93,95
Gloria Mitchell,Financial Reporting Standards,97.0,84,88,93
Gloria Mitchell,Natural Language Processing,50.0,84,73,71
Gloria Mitchell,Ethics in AI,77.0,94,98,91
Gloria Mitchell,Risk Management in Projects,60.0,92,63,72
Gloria Mitchell,Configuration Management with Ansible,81.0,54,69,78
Gloria Mitchell,Predictive Analytics,59.0,61,74,73
James Glover,Data Cleaning & Preprocessing,75.0,57,61,73
James Glover,Data Analysis with Pandas,77.0,96,84,86
James Glover,Data Visualization with Matplotlib,96.0,64,100,95
James Glover,Data Ethics,82.0,91,52,76
James Glover,Data Analysis for Business Decisions,61.0,82,100,85
James Glover,Introduction to Cloud Computing,93.0,88,82,90
James Glover,SEO Fundamentals,55.0,86,75,74
James Glover,Introduction to AI,86.0,78,90,89
James Glover,Infrastructure as Code,52.0,72,59,66
James Glover,Blockchain Security,77.0,94,77,83
James Glover,Web Accessibility Standards,68.0,95,84,83
James Glover,Networking Basics,50.0,75,94,78
James Glover,App Monetization Strategies,51.0,92,52,65
Alicia Bowen,Data Ethics,67.0,80,91,83
Alicia Bowen,Data Analysis for Business Decisions,51.0,55,53,62
Alicia Bowen,Data Visualization with Matplotlib,71.0,84,81,82
Alicia Bowen,Data Analysis with Pandas,84.0,53,54,74
Alicia Bowen,Data Cleaning & Preprocessing,54.0,55,61,66
Alicia Bowen,Monitoring and Logging,59.0,58,53,65
Alicia Bowen,Analytics for Marketers,59.0,74,93,81
Alicia Bowen,Financial Planning and Forecasting,55.0,50,51,62
Alicia Bowen,Brand Management Online,67.0,71,85,80
Alicia Bowen,AWS Fundamentals,70.0,76,64,74
Mark Taylor,Data Ethics,94.0,76,83,90
Mark Taylor,Data Analysis with Pandas,90.0,71,78,86
Mark Taylor,Data Analysis for Business Decisions,62.0,70,55,68
Mark Taylor,Data Cleaning & Preprocessing,73.0,82,61,75
Mark Taylor,Data Visualization with Matplotlib,89.0,69,72,83
Mark Taylor,Web Accessibility Standards,52.0,51,73,69
Mark Taylor,Training and Development,70.0,78,99,87
Mark Taylor,Container Orchestration with Kubernetes,53.0,95,76,75
Mark Taylor,Continuous Integration and Delivery,56.0,58,94,78
Mark Taylor,Customer Service Skills for IT,64.0,72,74,76
Mark Taylor,Serverless Architecture,68.0,64,53,69
Mark Taylor,Unsupervised Learning,53.0,69,65,68
Mark Taylor,Monitoring and Logging,61.0,64,60,69
Mark Taylor,Express.js,97.0,79,62,84
Joseph Sparks,Data Analysis for Business Decisions,95.0,81,65,84
Joseph Sparks,Data Ethics,68.0,83,93,85
Joseph Sparks,Data Visualization with Matplotlib,96.0,96,57,83
Joseph Sparks,Data Analysis with Pandas,78.0,90,58,77
Joseph Sparks,Data Cleaning & Preprocessing,67.0,61,76,76
Joseph Sparks,RESTful Services,62.0,94,60,72
Joseph Sparks,Design Thinking Process,91.0,88,90,92
Joseph Sparks,Change Management Strategies,84.0,86,100,93
Joseph Sparks,Smart Contracts Development,50.0,74,85,75
Joseph Sparks,SEO for Content Creators,96.0,83,70,86
Shawn Diaz,Data Analysis for Business Decisions,79.0,72,56,74
Shawn Diaz,Data Visualization with Matplotlib,92.0,89,95,94
Shawn Diaz,Data Cleaning & Preprocessing,91.0,71,79,87
Shawn Diaz,Data Ethics,94.0,99,90,94
Shawn Diaz,Data Analysis with Pandas,56.0,73,89,78
Shawn Diaz,Hyperledger Basics,61.0,90,82,79
Shawn Diaz,Deep Learning with TensorFlow,100.0,91,68,88
Shawn Diaz,AI in Healthcare,100.0,96,74,90
Shawn Diaz,SEO Best Practices,88.0,56,59,77
Shawn Diaz,Containerization with Docker,52.0,62,54,63
Shawn Diaz,Tokenomics,87.0,66,57,77
Shawn Diaz,App Monetization Strategies,59.0,74,87,78
Michael George,Data Ethics,65.0,77,65,73
Michael George,Data Cleaning & Preprocessing,66.0,63,67,73
Michael George,Data Analysis with Pandas,93.0,60,58,79
Michael George,Data Analysis for Business Decisions,77.0,63,78,81
Michael George,Sales Analytics,98.0,73,63,84
Michael George,Node.js,76.0,53,69,76
Michael George,Mobile App Design,92.0,75,77,87
Michael George,Web Accessibility Standards,84.0,63,68,79
Michael George,Reinforcement Learning Techniques,97.0,70,76,88
Michael George,Financial Analysis Techniques,75.0,82,96,88
Michael George,Introduction to IT Support,81.0,54,60,75
Michael George,Security Awareness for IT Support,80.0,74,93,88
Michael George,Git & GitHub,94.0,83,92,93
Chelsea Harper,Data Visualization with Matplotlib,50.0,72,66,68
Chelsea Harper,Data Analysis with Pandas,55.0,82,83,76
Chelsea Harper,Data Analysis for Business Decisions,60.0,87,57,70
Chelsea Harper,Data Cleaning & Preprocessing,53.0,84,85,77
Chelsea Harper,Data Ethics,74.0,95,84,85
Chelsea Harper,Risk Management in Cybersecurity,94.0,65,97,93
Chelsea Harper,Introduction to UI/UX Design,73.0,79,76,80
Chelsea Harper,Design Thinking Process,69.0,60,52,68
Chelsea Harper,Backend Development Fundamentals,89.0,61,79,85
Chelsea Harper,Introduction to Human Resources,65.0,68,96,83
Chelsea Harper,Social Media Marketing,59.0,93,57,70
Chelsea Harper,Natural Language Processing Techniques,70.0,79,54,71
Chelsea Harper,Introduction to Content Creation,85.0,92,79,87
Chelsea Harper,AI in Healthcare,95.0,99,85,93
Julie Harris,Data Analysis with Pandas,67.0,75,74,77
Julie Harris,Data Ethics,97.0,79,63,84
Julie Harris,Data Analysis for Business Decisions,72.0,78,97,87
Julie Harris,Data Cleaning & Preprocessing,51.0,99,77,75
Julie Harris,Data Visualization with Matplotlib,63.0,53,75,74
Julie Harris,Machine Learning Basics,63.0,61,82,77
Julie Harris,Affiliate Marketing,81.0,58,60,75
Julie Harris,Backend Development Fundamentals,74.0,54,62,73
Julie Harris,AI for Business,67.0,68,53,69
Julie Harris,App Monetization Strategies,76.0,90,85,85
Julie Harris,Statistical Analysis,63.0,87,75,77
Miss Karen Scott PhD,Data Analysis with Pandas,51.0,86,93,79
Miss Karen Scott PhD,Data Visualization with Matplotlib,77.0,80,58,75
Miss Karen Scott PhD,Data Analysis for Business Decisions,55.0,85,70,72
Miss Karen Scott PhD,Data Cleaning & Preprocessing,51.0,90,93,79
Miss Karen Scott PhD,Data Ethics,96.0,63,71,85
Miss Karen Scott PhD,Container Orchestration with Kubernetes,53.0,92,69,72
Miss Karen Scott PhD,Deployment & Hosting,63.0,97,73,77
Miss Karen Scott PhD,Unreal Engine Basics,95.0,52,84,88
Miss Karen Scott PhD,Incident Response,74.0,56,82,80
Miss Karen Scott PhD,Podcasting Fundamentals,73.0,61,90,83
Matthew Villarreal,Data Analysis for Business Decisions,80.0,82,86,86
Matthew Villarreal,Data Analysis with Pandas,87.0,50,67,79
Matthew Villarreal,Data Cleaning & Preprocessing,81.0,89,95,90
Matthew Villarreal,Data Ethics,97.0,94,88,94
Matthew Villarreal,Data Visualization with Matplotlib,50.0,74,54,64
Matthew Villarreal,Machine Learning Basics,51.0,86,68,70
Matthew Villarreal,Negotiation Techniques,52.0,74,54,64
Matthew Villarreal,Frontend Development Basics,100.0,84,82,92
Matthew Villarreal,Big Data with Spark,79.0,50,76,79
Matthew Villarreal,Deep Learning with TensorFlow,85.0,55,57,75
Matthew Villarreal,SEO Fundamentals,68.0,72,62,73
Matthew Villarreal,AI in IoT,64.0,55,50,65
Matthew Villarreal,Network Security Fundamentals,77.0,74,61,76
Matthew Villarreal,Mobile App Security,56.0,54,93,78
Jennifer Wilson,Data Ethics,92.0,89,73,87
Jennifer Wilson,Data Visualization with Matplotlib,75.0,65,70,77
Jennifer Wilson,Data Cleaning & Preprocessing,61.0,68,98,82
Jennifer Wilson,Data Analysis for Business Decisions,69.0,69,62,73
Jennifer Wilson,Data Analysis with Pandas,51.0,65,59,65
Jennifer Wilson,Tokenomics,63.0,87,52,69
Jennifer Wilson,Introduction to Finance,89.0,84,72,85
Jennifer Wilson,SEO Best Practices,57.0,72,52,65
Jennifer Wilson,Google Cloud Platform Essentials,90.0,93,69,85
Jennifer Wilson,Project Management Basics,90.0,68,95,92
Jennifer Wilson,Speech Recognition Technologies,81.0,95,86,88
Jennifer Wilson,Project Management Tools Overview,69.0,68,89,82
Ronald Jacobs,Data Ethics,51.0,57,52,62
Ronald Jacobs,Data Analysis with Pandas,71.0,93,89,85
Ronald Jacobs,Data Visualization with Matplotlib,84.0,56,54,74
Ronald Jacobs,Data Cleaning & Preprocessing,87.0,58,55,76
Ronald Jacobs,Data Analysis for Business Decisions,57.0,79,81,76
Ronald Jacobs,Visual Design Basics,99.0,85,51,81
Ronald Jacobs,HTML & CSS,85.0,86,66,81
Ronald Jacobs,Corporate Finance Essentials,98.0,64,76,87
Ronald Jacobs,User Interface Design for Mobile Apps,53.0,79,98,81
Ronald Jacobs,Hardware Repair Skills,94.0,96,52,81
Chad Smith,Data Analysis for Business Decisions,72.0,90,76,81
Chad Smith,Data Cleaning & Preprocessing,61.0,54,82,75
Chad Smith,Data Analysis with Pandas,66.0,73,77,77
Chad Smith,Data Ethics,84.0,80,53,76
Chad Smith,Data Visualization with Matplotlib,92.0,54,95,91
Chad Smith,Statistical Analysis,96.0,72,59,81
Chad Smith,Unreal Engine Basics,86.0,76,50,75
Chad Smith,Python for Data Science,85.0,79,63,80
Chad Smith,Cloud Security Best Practices,52.0,61,93,77
Chad Smith,Customer Service Skills for IT,61.0,67,62,70
Chad Smith,Email Marketing Basics,77.0,70,52,72
Chad Smith,Predictive Analytics,54.0,80,83,76
Michael Bowen,Data Cleaning & Preprocessing,93.0,78,65,83
Michael Bowen,Data Visualization with Matplotlib,54.0,66,52,64
Michael Bowen,Data Analysis for Business Decisions,82.0,70,52,74
Michael Bowen,Data Ethics,51.0,56,83,72
Michael Bowen,Android Development Basics,55.0,63,71,70
Michael Bowen,Risk Analysis and Management,56.0,75,66,70
Michael Bowen,Performance Optimization for Mobile Apps,53.0,83,92,79
Michael Bowen,Malware Analysis,74.0,63,73,78
Michael Bowen,Cloud Cost Management,72.0,76,94,86
Michael Bowen,Diversity and Inclusion Initiatives,92.0,62,67,82
Michael Bowen,Decentralized Applications (DApps),71.0,97,84,84
Michael Bowen,Remote Support Techniques,73.0,70,61,74
Michael Bowen,Conflict Resolution in HR,71.0,93,93,87
Jeremy Lynn,Data Analysis for Business Decisions,63.0,69,50,66
Jeremy Lynn,Data Visualization with Matplotlib,88.0,70,74,84
Jeremy Lynn,Data Analysis with Pandas,99.0,57,99,95
Jeremy Lynn,Data Cleaning & Preprocessing,98.0,66,69,85
Jeremy Lynn,Data Ethics,72.0,95,80,83
Jeremy Lynn,Web Accessibility Standards,100.0,60,64,83
Jeremy Lynn,Serverless Architecture,70.0,73,73,77
Jeremy Lynn,ITIL Foundations,64.0,65,75,75
Jeremy Lynn,Introduction to Content Creation,100.0,98,73,90
Jeremy Lynn,Stakeholder Management,52.0,91,82,76
Wendy Schultz,Data Analysis with Pandas,90.0,90,56,80
Wendy Schultz,Data Analysis for Business Decisions,71.0,76,81,81
Wendy Schultz,Data Cleaning & Preprocessing,56.0,99,50,67
Wendy Schultz,Data Ethics,93.0,62,98,93
Wendy Schultz,Data Visualization with Matplotlib,76.0,76,85,84
Wendy Schultz,Customer Service Excellence,94.0,77,90,92
Wendy Schultz,Deep Learning with TensorFlow,71.0,97,95,88
Wendy Schultz,Sales Fundamentals,86.0,90,82,88
Wendy Schultz,Responsive Design Principles,76.0,61,66,76
Wendy Schultz,Computer Vision Applications,65.0,64,54,68
Ruben Smith,Data Analysis for Business Decisions,64.0,62,69,73
Ruben Smith,Data Ethics,98.0,65,74,87
Ruben Smith,Data Analysis with Pandas,69.0,75,53,70
Ruben Smith,Data Visualization with Matplotlib,50.0,53,74,69
Ruben Smith,Data Cleaning & Preprocessing,51.0,96,72,73
Ruben Smith,Serverless Architecture,52.0,59,81,72
Ruben Smith,Risk Management in Projects,71.0,79,96,86
Ruben Smith,Ethics in AI,94.0,75,97,94
Ruben Smith,Frontend Development Basics,66.0,62,96,83
Ruben Smith,Business Case Development,77.0,93,68,80
Ruben Smith,Configuration Management with Ansible,90.0,85,57,80
Ruben Smith,Consensus Algorithms,94.0,82,74,87
Samuel Cohen,Data Analysis for Business Decisions,64.0,92,59,72
Samuel Cohen,Data Ethics,69.0,85,91,84
Samuel Cohen,Data Cleaning & Preprocessing,67.0,77,85,81
Samuel Cohen,Data Analysis with Pandas,70.0,51,83,79
Samuel Cohen,Data Visualization with Matplotlib,83.0,91,73,84
Samuel Cohen,Remote Support Techniques,94.0,71,87,90
Samuel Cohen,Containerization with Docker,50.0,95,77,74
Samuel Cohen,Ethics in AI,68.0,73,99,86
Samuel Cohen,Game Design Principles,69.0,75,87,82
Samuel Cohen,Quality Management,79.0,80,79,83
Samuel Cohen,Express.js,61.0,70,89,80
Samuel Cohen,SEO Best Practices,66.0,60,56,69
Samuel Cohen,Hardware Repair Skills,77.0,84,72,81
Samuel Cohen,Blockchain Security,76.0,85,77,82
Michael Long,Data Ethics,98.0,96,95,97
Michael Long,Data Cleaning & Preprocessing,77.0,53,100,87
Michael Long,Data Analysis for Business Decisions,51.0,96,53,66
Michael Long,Data Visualization with Matplotlib,68.0,77,99,86
Michael Long,Editing and Proofreading Techniques,78.0,69,78,82
Michael Long,Python for Data Science,97.0,61,86,90
Michael Long,AI in Healthcare,88.0,50,69,80
Michael Long,Networking Basics,62.0,63,58,68
Michael Long,Deployment & Hosting,98.0,84,90,94
