User Name,Learning Path Title,Average Rating
Derek Gallegos,Business Analysis,73.0
Derek Gallegos,Finance Basics,79.0
Derek Gallegos,Blockchain Technology,87.0
Derek Gallegos,Web Development,82.0
Derek Gallegos,DevOps,76.0
Victoria James,Data Science,80.33
Victoria James,Business Analysis,73.0
Victoria James,Cloud Computing,68.0
Victoria James,Machine Learning,68.0
Victoria James,Web Development,67.0
Victoria James,IT Support,68.0
Victoria James,Artificial Intelligence,73.0
Victoria James,Mobile App Development,80.5
Victoria James,Cybersecurity,82.0
Victoria James,Human Resources,77.0
Lisa Taylor,Data Science,81.0
Lisa Taylor,Business Analysis,79.0
Lisa Taylor,Full Stack Development,94.0
Lisa Taylor,Cloud Computing,84.0
Lisa Taylor,Project Management,67.0
Lisa Taylor,Human Resources,86.0
Lisa Taylor,Web Development,73.0
Andrew Lawrence,Data Science,77.67
Andrew Lawrence,Business Analysis,80.0
Andrew Lawrence,Artificial Intelligence,86.0
Andrew Lawrence,Digital Marketing,65.0
Andrew Lawrence,Project Management,84.0
Andrew Lawrence,Finance Basics,80.0
Andrew Lawrence,Cloud Computing,86.0
Ruben Carter,Data Science,82.75
Ruben Carter,Business Analysis,82.5
Ruben Carter,IT Support,70.0
Ruben Carter,Sales Skills,80.0
Ruben Carter,Project Management,74.0
Brian Gould,Data Science,77.0
Brian Gould,Business Analysis,80.0
Brian Gould,Game Development,95.0
Brian Gould,Cybersecurity,89.0
Brian Gould,Blockchain Technology,82.0
Brian Gould,DevOps,89.0
Brian Gould,Content Creation,76.0
Brian Gould,Full Stack Development,71.0
Angela Castaneda,Business Analysis,86.0
Angela Castaneda,Data Science,78.75
Angela Castaneda,Machine Learning,86.0
Angela Castaneda,Artificial Intelligence,75.0
Angela Castaneda,Human Resources,78.5
Angela Castaneda,Blockchain Technology,78.0
Angela Castaneda,Web Development,86.0
Angela Castaneda,Mobile App Development,76.0
Joseph Lopez,Data Science,81.5
Joseph Lopez,Business Analysis,75.0
Joseph Lopez,Game Development,70.0
Joseph Lopez,Finance Basics,64.0
Joseph Lopez,Blockchain Technology,86.0
Joseph Lopez,Full Stack Development,68.0
Joseph Lopez,Mobile App Development,90.0
Gregory Marsh,Data Science,78.25
Gregory Marsh,Business Analysis,92.0
Gregory Marsh,Machine Learning,68.0
Gregory Marsh,Artificial Intelligence,90.0
Gregory Marsh,Mobile App Development,79.0
Gregory Marsh,UI/UX Design,74.0
Gregory Marsh,Cloud Computing,71.0
Gregory Marsh,Digital Marketing,88.0
Gregory Marsh,Blockchain Technology,76.0
Joy Jackson,Data Science,83.5
Joy Jackson,Business Analysis,87.0
Joy Jackson,DevOps,81.0
Joy Jackson,Content Creation,98.0
Joy Jackson,Finance Basics,84.0
Joy Jackson,Project Management,86.0
Joy Jackson,Mobile App Development,83.0
Michael Ryan,Data Science,77.25
Michael Ryan,Business Analysis,85.0
Michael Ryan,Cloud Computing,80.0
Michael Ryan,DevOps,71.0
Michael Ryan,UI/UX Design,65.0
Michael Ryan,Mobile App Development,90.0
Sara Clark,Data Science,82.25
Sara Clark,Business Analysis,79.0
Sara Clark,Human Resources,88.0
Sara Clark,IT Support,80.0
Sara Clark,Full Stack Development,78.0
Sara Clark,Project Management,85.0
Sara Clark,Game Development,76.0
Sara Clark,Content Creation,88.0
Sara Clark,Artificial Intelligence,81.0
Kara Cortez,Data Science,81.0
Kara Cortez,Business Analysis,88.0
Kara Cortez,Web Development,67.0
Kara Cortez,Cloud Computing,75.5
Kara Cortez,Content Creation,73.5
Kara Cortez,Digital Marketing,74.0
Kara Cortez,Game Development,79.5
Kara Cortez,Mobile App Development,81.0
Gloria Mitchell,Data Science,79.4
Gloria Mitchell,Business Analysis,92.0
Gloria Mitchell,Finance Basics,93.0
Gloria Mitchell,Artificial Intelligence,82.0
Gloria Mitchell,Project Management,72.0
Gloria Mitchell,DevOps,78.0
James Glover,Data Science,82.5
James Glover,Business Analysis,85.0
James Glover,Cloud Computing,90.0
James Glover,Digital Marketing,74.0
James Glover,Artificial Intelligence,89.0
James Glover,DevOps,66.0
James Glover,Blockchain Technology,83.0
James Glover,Web Development,83.0
James Glover,IT Support,78.0
James Glover,Mobile App Development,65.0
Alicia Bowen,Data Science,76.25
Alicia Bowen,Business Analysis,62.0
Alicia Bowen,DevOps,65.0
Alicia Bowen,Digital Marketing,80.5
Alicia Bowen,Finance Basics,62.0
Alicia Bowen,Cloud Computing,74.0
Mark Taylor,Data Science,83.5
Mark Taylor,Business Analysis,68.0
Mark Taylor,Web Development,69.0
Mark Taylor,Human Resources,87.0
Mark Taylor,DevOps,74.0
Mark Taylor,IT Support,76.0
Mark Taylor,Cloud Computing,69.0
Mark Taylor,Machine Learning,68.0
Mark Taylor,Full Stack Development,84.0
Joseph Sparks,Business Analysis,88.5
Joseph Sparks,Data Science,80.25
Joseph Sparks,Full Stack Development,72.0
Joseph Sparks,UI/UX Design,92.0
Joseph Sparks,Blockchain Technology,75.0
Joseph Sparks,Content Creation,86.0
Shawn Diaz,Business Analysis,74.0
Shawn Diaz,Data Science,88.2
Shawn Diaz,Blockchain Technology,78.0
Shawn Diaz,Artificial Intelligence,90.0
Shawn Diaz,Web Development,77.0
Shawn Diaz,Cloud Computing,63.0
Shawn Diaz,Mobile App Development,78.0
Michael George,Data Science,75.0
Michael George,Business Analysis,81.0
Michael George,Sales Skills,84.0
Michael George,Full Stack Development,84.5
Michael George,UI/UX Design,87.0
Michael George,Web Development,79.0
Michael George,Artificial Intelligence,88.0
Michael George,Finance Basics,88.0
Michael George,IT Support,81.5
Chelsea Harper,Data Science,76.5
Chelsea Harper,Business Analysis,70.0
Chelsea Harper,Cybersecurity,93.0
Chelsea Harper,UI/UX Design,74.0
Chelsea Harper,Web Development,85.0
Chelsea Harper,Human Resources,83.0
Chelsea Harper,Digital Marketing,70.0
Chelsea Harper,Machine Learning,71.0
Chelsea Harper,Content Creation,87.0
Chelsea Harper,Artificial Intelligence,93.0
Julie Harris,Data Science,77.33
Julie Harris,Business Analysis,87.0
Julie Harris,Digital Marketing,75.0
Julie Harris,Web Development,73.0
Julie Harris,Artificial Intelligence,69.0
Julie Harris,Mobile App Development,85.0
Miss Karen Scott PhD,Data Science,79.5
Miss Karen Scott PhD,Business Analysis,72.0
Miss Karen Scott PhD,DevOps,72.0
Miss Karen Scott PhD,Full Stack Development,77.0
Miss Karen Scott PhD,Game Development,88.0
Miss Karen Scott PhD,Cybersecurity,80.0
Miss Karen Scott PhD,Content Creation,83.0
Matthew Villarreal,Business Analysis,86.0
Matthew Villarreal,Data Science,78.71
Matthew Villarreal,Sales Skills,64.0
Matthew Villarreal,Web Development,92.0
Matthew Villarreal,Digital Marketing,73.0
Matthew Villarreal,Artificial Intelligence,65.0
Matthew Villarreal,Cybersecurity,76.0
Matthew Villarreal,Mobile App Development,78.0
Jennifer Wilson,Data Science,77.75
Jennifer Wilson,Business Analysis,73.0
Jennifer Wilson,Blockchain Technology,69.0
Jennifer Wilson,Finance Basics,85.0
Jennifer Wilson,Web Development,65.0
Jennifer Wilson,Cloud Computing,85.0
Jennifer Wilson,Project Management,87.0
Jennifer Wilson,Artificial Intelligence,88.0
Ronald Jacobs,Data Science,74.25
Ronald Jacobs,Business Analysis,76.0
Ronald Jacobs,UI/UX Design,81.0
Ronald Jacobs,Full Stack Development,81.0
Ronald Jacobs,Finance Basics,87.0
Ronald Jacobs,Mobile App Development,81.0
Ronald Jacobs,IT Support,81.0
Chad Smith,Business Analysis,81.0
Chad Smith,Data Science,80.0
Chad Smith,Game Development,75.0
Chad Smith,Cloud Computing,77.0
Chad Smith,IT Support,70.0
Chad Smith,Digital Marketing,72.0
Chad Smith,Artificial Intelligence,76.0
Michael Bowen,Data Science,73.0
Michael Bowen,Business Analysis,72.0
Michael Bowen,Mobile App Development,74.5
Michael Bowen,Cybersecurity,78.0
Michael Bowen,Cloud Computing,86.0
Michael Bowen,Human Resources,84.5
Michael Bowen,Blockchain Technology,84.0
Michael Bowen,IT Support,74.0
Jeremy Lynn,Business Analysis,66.0
Jeremy Lynn,Data Science,86.75
Jeremy Lynn,Web Development,83.0
Jeremy Lynn,Cloud Computing,77.0
Jeremy Lynn,IT Support,75.0
Jeremy Lynn,Content Creation,90.0
Jeremy Lynn,Project Management,76.0
Wendy Schultz,Data Science,82.4
Wendy Schultz,Business Analysis,81.0
Wendy Schultz,Sales Skills,90.0
Wendy Schultz,UI/UX Design,76.0
Wendy Schultz,Artificial Intelligence,68.0
Ruben Smith,Business Analysis,76.5
Ruben Smith,Data Science,74.75
Ruben Smith,Cloud Computing,72.0
Ruben Smith,Project Management,86.0
Ruben Smith,Artificial Intelligence,94.0
Ruben Smith,Web Development,83.0
Ruben Smith,DevOps,80.0
Ruben Smith,Blockchain Technology,87.0
Samuel Cohen,Business Analysis,72.0
Samuel Cohen,Data Science,82.0
Samuel Cohen,IT Support,85.5
Samuel Cohen,Cloud Computing,74.0
Samuel Cohen,Artificial Intelligence,86.0
Samuel Cohen,Game Development,82.0
Samuel Cohen,Project Management,83.0
Samuel Cohen,Full Stack Development,80.0
Samuel Cohen,Web Development,69.0
Samuel Cohen,Blockchain Technology,82.0
Michael Long,Data Science,90.0
Michael Long,Business Analysis,66.0
Michael Long,Content Creation,82.0
Michael Long,Artificial Intelligence,80.0
Michael Long,IT Support,74.0
Michael Long,Full Stack Development,83.67
Michael Long,Finance Basics,74.0
Michael Long,Project Management,85.0
Michael Long,Sales Skills,92.0
Kevin Murray,Data Science,82.75
Kevin Murray,Business Analysis,69.0
Kevin Murray,Blockchain Technology,80.0
Kevin Murray,Machine Learning,83.0
Kevin Murray,Web Development,90.5
Kevin Murray,Sales Skills,72.0
Kevin Murray,Game Development,78.0
Kevin Murray,UI/UX Design,74.0
Kevin Murray,Cloud Computing,88.0
Amy Ferrell,Data Science,77.6
Amy Ferrell,Business Analysis,77.0
Amy Ferrell,Finance Basics,80.0
Amy Ferrell,Artificial Intelligence,93.0
Amy Ferrell,Mobile App Development,88.0
Amy Ferrell,Project Management,80.0
Amy Ferrell,Web Development,73.0
Amy Ferrell,Cybersecurity,75.0
Jo Turner,Data Science,78.5
Jo Turner,Business Analysis,78.0
Jo Turner,Machine Learning,80.5
Jo Turner,Cybersecurity,72.0
Jo Turner,UI/UX Design,86.0
Jo Turner,Blockchain Technology,97.0
Jo Turner,Project Management,92.0
Dana Cardenas,Data Science,75.5
Dana Cardenas,Business Analysis,78.0
Dana Cardenas,Cybersecurity,76.5
Dana Cardenas,Artificial Intelligence,78.0
Dana Cardenas,Cloud Computing,82.0
Dana Cardenas,Content Creation,72.0
Dana Cardenas,Blockchain Technology,84.0
Dana Cardenas,Project Management,73.5
Dana Cardenas,Mobile App Development,85.0
Patrick Collier,Business Analysis,94.0
Patrick Collier,Data Science,82.2
Patrick Collier,Content Creation,90.0
Patrick Collier,Machine Learning,82.0
Patrick Collier,Mobile App Development,71.0
Patrick Collier,Project Management,69.0
Patrick Collier,Blockchain Technology,94.0
Patrick Collier,Finance Basics,80.0
Patrick Collier,Artificial Intelligence,78.0
Erin Shelton,Data Science,79.75
Erin Shelton,Business Analysis,89.5
Erin Shelton,Mobile App Development,72.0
Erin Shelton,Digital Marketing,90.0
Erin Shelton,Finance Basics,72.0
Erin Shelton,Content Creation,87.0
Erin Shelton,Cybersecurity,69.0
Angela Baker,Data Science,76.0
Angela Baker,Business Analysis,69.0
Angela Baker,Artificial Intelligence,72.0
Angela Baker,Digital Marketing,92.0
Angela Baker,Blockchain Technology,76.0
Angela Baker,UI/UX Design,92.0
Angela Baker,Web Development,88.0
Angela Baker,DevOps,92.0
Angela Baker,Mobile App Development,83.0
Rebecca Hernandez,Data Science,81.75
Rebecca Hernandez,Business Analysis,88.0
Rebecca Hernandez,Game Development,84.0
Rebecca Hernandez,Web Development,76.0
Rebecca Hernandez,Content Creation,84.0
Rebecca Hernandez,Machine Learning,84.0
Rebecca Hernandez,Cybersecurity,88.0
Rebecca Hernandez,Human Resources,80.0
Rebecca Hernandez,UI/UX Design,73.0
Rebecca Hernandez,Cloud Computing,79.0
Austin Harrison,Business Analysis,84.5
Austin Harrison,Data Science,85.25
Austin Harrison,Full Stack Development,78.0
Austin Harrison,Sales Skills,82.0
Austin Harrison,Web Development,72.0
Austin Harrison,Machine Learning,82.0
Austin Harrison,Cloud Computing,81.0
Austin Harrison,DevOps,78.0
Martin Dunn,Data Science,81.25
Martin Dunn,Business Analysis,84.0
Martin Dunn,Artificial Intelligence,86.0
Martin Dunn,Sales Skills,92.0
Martin Dunn,UI/UX Design,80.0
Martin Dunn,Web Development,85.0
Martin Dunn,Cybersecurity,91.0
Monica Barrera,Data Science,80.33
Monica Barrera,Business Analysis,79.0
Monica Barrera,Content Creation,74.0
Monica Barrera,IT Support,71.0
Monica Barrera,Blockchain Technology,79.0
Monica Barrera,DevOps,80.0
Monica Barrera,Digital Marketing,76.0
Monica Barrera,Finance Basics,82.0
Monica Barrera,Mobile App Development,81.0
Monica Barrera,Artificial Intelligence,65.0
Thomas Washington,Data Science,87.0
Thomas Washington,Business Analysis,78.0
Thomas Washington,Full Stack Development,78.5
Thomas Washington,Sales Skills,81.0
Thomas Washington,Artificial Intelligence,90.0
Thomas Washington,IT Support,74.0
Thomas Washington,Human Resources,84.0
Thomas Washington,DevOps,86.0
Douglas Dickerson,Business Analysis,75.0
Douglas Dickerson,Data Science,78.6
Douglas Dickerson,UI/UX Design,75.0
Douglas Dickerson,Human Resources,76.5
Douglas Dickerson,Content Creation,95.0
Douglas Dickerson,Finance Basics,90.0
Douglas Dickerson,DevOps,96.0
Douglas Dickerson,Project Management,91.0
Lori Young,Data Science,72.67
Lori Young,Business Analysis,82.5
Lori Young,Human Resources,86.0
Lori Young,Digital Marketing,73.0
Lori Young,Finance Basics,85.0
Lori Young,Game Development,79.0
Lori Young,UI/UX Design,68.0
Steven Sullivan,Data Science,83.17
Steven Sullivan,Business Analysis,67.0
Steven Sullivan,Sales Skills,80.0
Steven Sullivan,Finance Basics,88.0
Steven Sullivan,Cloud Computing,72.5
Andre Miller,Data Science,85.0
Andre Miller,Business Analysis,78.0
Andre Miller,Cloud Computing,77.0
Andre Miller,Finance Basics,95.0
Andre Miller,IT Support,79.0
Andre Miller,Sales Skills,74.0
Andre Miller,Project Management,79.0
Andre Miller,Cybersecurity,78.0
David Moss,Business Analysis,77.0
David Moss,Data Science,74.75
David Moss,Machine Learning,73.0
David Moss,Human Resources,85.5
David Moss,Digital Marketing,83.5
David Moss,Web Development,82.0
David Moss,Cloud Computing,79.0
David Moss,Project Management,91.0
David Moss,DevOps,79.0
William Moreno,Data Science,75.25
William Moreno,Business Analysis,85.0
William Moreno,Sales Skills,73.0
William Moreno,Cybersecurity,84.0
William Moreno,Blockchain Technology,95.0
William Moreno,IT Support,89.0
William Moreno,Human Resources,94.0
William Moreno,Project Management,74.0
Amanda Gutierrez,Data Science,85.2
Amanda Gutierrez,Business Analysis,77.0
Amanda Gutierrez,Full Stack Development,89.0
Amanda Gutierrez,Sales Skills,76.0
Amanda Gutierrez,Cybersecurity,81.0
Amanda Gutierrez,Machine Learning,74.0
Amanda Gutierrez,Digital Marketing,69.0
Amanda Gutierrez,Human Resources,79.0
Amanda Gutierrez,Blockchain Technology,77.0
Kimberly Moody,Data Science,75.33
Kimberly Moody,Business Analysis,90.0
Kimberly Moody,Finance Basics,80.0
Kimberly Moody,Sales Skills,94.0
Kimberly Moody,Content Creation,84.0
Kimberly Moody,Blockchain Technology,78.0
Kimberly Moody,Cybersecurity,84.0
Kimberly Moody,Human Resources,83.0
Kimberly Moody,Project Management,91.0
Kimberly Moody,UI/UX Design,84.0
Kimberly Moody,Full Stack Development,93.0
Kimberly Moody,Digital Marketing,79.0
Kimberly Moody,Mobile App Development,73.0
Brenda Stephens,Data Science,80.6
Brenda Stephens,Business Analysis,82.0
Brenda Stephens,Cloud Computing,86.0
Brenda Stephens,Cybersecurity,62.0
Brenda Stephens,Game Development,81.0
Brenda Stephens,Blockchain Technology,92.5
Brenda Stephens,DevOps,73.0
Brenda Stephens,Digital Marketing,88.0
Brenda Stephens,Sales Skills,69.0
Sarah Newton,Data Science,78.75
Sarah Newton,Business Analysis,69.5
Sarah Newton,Cybersecurity,76.0
Sarah Newton,UI/UX Design,84.0
Sarah Newton,Project Management,87.0
Sarah Newton,IT Support,80.0
Sarah Newton,Digital Marketing,94.0
Gregory Cunningham,Data Science,83.0
Gregory Cunningham,Business Analysis,78.33
Gregory Cunningham,Human Resources,71.0
Gregory Cunningham,Sales Skills,83.0
Gregory Cunningham,Finance Basics,82.5
Gregory Cunningham,Mobile App Development,92.0
Gregory Cunningham,Blockchain Technology,77.0
Gregory Cunningham,Machine Learning,74.0
Gregory Cunningham,Game Development,72.0
Timothy Lopez,Business Analysis,84.0
Timothy Lopez,Data Science,84.2
Timothy Lopez,Digital Marketing,87.0
Timothy Lopez,DevOps,80.0
Timothy Lopez,Cybersecurity,83.0
Timothy Lopez,IT Support,83.0
Timothy Lopez,Cloud Computing,90.0
Timothy Lopez,Sales Skills,81.0
Timothy Lopez,Project Management,81.0
Timothy Lopez,Mobile App Development,75.0
Karen Casey,Data Science,81.0
Karen Casey,Business Analysis,92.0
Karen Casey,Finance Basics,90.0
Karen Casey,Blockchain Technology,67.0
Karen Casey,Cloud Computing,78.0
Karen Casey,Digital Marketing,78.0
Karen Casey,Full Stack Development,80.0
Karen Casey,Project Management,95.0
Karen Casey,IT Support,85.0
Karen Casey,Game Development,78.0
Jeffrey Taylor,Data Science,82.6
Jeffrey Taylor,Business Analysis,82.5
Jeffrey Taylor,Content Creation,90.0
Jeffrey Taylor,Machine Learning,93.5
Jeffrey Taylor,Project Management,87.0
Jeffrey Taylor,UI/UX Design,73.0
Jeffrey Taylor,Human Resources,73.0
Jeffrey Taylor,Cloud Computing,74.0
William Williams,Data Science,87.5
William Williams,Business Analysis,80.5
William Williams,IT Support,78.0
William Williams,Content Creation,95.0
William Williams,Human Resources,78.0
William Williams,Blockchain Technology,87.0
Michael Melendez,Data Science,81.0
Michael Melendez,Business Analysis,87.0
Michael Melendez,DevOps,80.0
Michael Melendez,Mobile App Development,84.0
Michael Melendez,Digital Marketing,94.0
Michael Melendez,Finance Basics,81.0
Michael Melendez,Web Development,71.0
Michael Melendez,Human Resources,79.0
Michael Melendez,Machine Learning,80.0
Sierra Hamilton MD,Data Science,80.0
Sierra Hamilton MD,Business Analysis,67.0
Sierra Hamilton MD,Human Resources,71.0
Sierra Hamilton MD,Artificial Intelligence,76.0
Sierra Hamilton MD,Finance Basics,78.0
Sierra Hamilton MD,Web Development,77.0
Sierra Hamilton MD,Cloud Computing,80.0
Sierra Hamilton MD,IT Support,76.0
Jacqueline Taylor,Data Science,80.6
Jacqueline Taylor,Business Analysis,90.0
Jacqueline Taylor,Project Management,81.0
Jacqueline Taylor,Cybersecurity,88.0
Jacqueline Taylor,UI/UX Design,83.0
Jacqueline Taylor,Cloud Computing,78.0
Jacqueline Taylor,Human Resources,80.0
Jacqueline Taylor,Digital Marketing,87.0
Jacqueline Taylor,Blockchain Technology,82.0
Jason May,Data Science,85.33
Jason May,Business Analysis,86.0
Jason May,Mobile App Development,82.0
Jason May,DevOps,70.0
Jason May,Machine Learning,88.0
Jason May,Web Development,76.0
Jason May,Finance Basics,79.0
Jason May,UI/UX Design,79.5
Jason May,Digital Marketing,79.0
Jason May,Blockchain Technology,80.0
Jason May,Cybersecurity,87.0
Casey Burns Jr.,Business Analysis,83.5
Casey Burns Jr.,Data Science,77.5
Casey Burns Jr.,Finance Basics,77.5
Casey Burns Jr.,DevOps,63.0
Casey Burns Jr.,Cybersecurity,85.0
Casey Burns Jr.,UI/UX Design,69.0
Jason Hess,Business Analysis,72.0
Jason Hess,Data Science,78.75
Jason Hess,UI/UX Design,73.5
Jason Hess,Digital Marketing,81.5
Jason Hess,Full Stack Development,81.5
Jason Hess,Cybersecurity,68.0
Robert Garza,Data Science,81.25
Robert Garza,Business Analysis,89.0
Robert Garza,Mobile App Development,85.0
Robert Garza,DevOps,74.0
Robert Garza,Finance Basics,89.0
Robert Garza,Cloud Computing,70.5
Robert Garza,Sales Skills,74.0
Robert Garza,Web Development,78.0
Robert Garza,Blockchain Technology,75.0
Casey Berry,Data Science,80.4
Casey Berry,Business Analysis,77.0
Casey Berry,UI/UX Design,70.0
Casey Berry,IT Support,85.0
Casey Berry,Blockchain Technology,68.0
Casey Berry,Full Stack Development,76.0
Carol Woods,Data Science,79.25
Carol Woods,Business Analysis,82.0
Carol Woods,Web Development,74.0
Carol Woods,Content Creation,69.0
Carol Woods,Finance Basics,86.0
Carol Woods,UI/UX Design,85.0
Carol Woods,Machine Learning,71.0
Carol Woods,Blockchain Technology,73.5
Carol Woods,Digital Marketing,76.0
Jasmine Alvarado,Data Science,80.75
Jasmine Alvarado,Business Analysis,91.0
Jasmine Alvarado,Blockchain Technology,87.0
Jasmine Alvarado,Digital Marketing,80.5
Jasmine Alvarado,Finance Basics,71.0
Jasmine Alvarado,Project Management,76.0
Kent Walsh,Data Science,81.0
Kent Walsh,Business Analysis,82.0
Kent Walsh,IT Support,87.0
Kent Walsh,Content Creation,88.5
Kent Walsh,Project Management,69.5
Kent Walsh,Human Resources,89.0
Kent Walsh,Sales Skills,71.0
Kent Walsh,DevOps,90.0
Kent Walsh,Game Development,74.0
Larry Lewis,Data Science,74.0
Larry Lewis,Business Analysis,76.0
Larry Lewis,DevOps,78.5
Larry Lewis,Game Development,86.0
Larry Lewis,Finance Basics,68.0
Larry Lewis,Cloud Computing,84.0
Larry Lewis,Digital Marketing,83.0
Jacqueline Edwards,Data Science,83.25
Jacqueline Edwards,Business Analysis,94.0
Jacqueline Edwards,Machine Learning,83.0
Jacqueline Edwards,Blockchain Technology,85.0
Jacqueline Edwards,Mobile App Development,80.0
Jacqueline Edwards,Full Stack Development,84.0
Jacqueline Edwards,IT Support,83.0
Tara Lopez,Data Science,74.0
Tara Lopez,Business Analysis,77.0
Tara Lopez,Web Development,74.5
Tara Lopez,Human Resources,88.5
Tara Lopez,Full Stack Development,70.0
Tara Lopez,Cybersecurity,72.0
Tara Lopez,Machine Learning,69.0
Tara Lopez,Digital Marketing,80.0
Tara Lopez,Game Development,85.0
Kathleen Johnson,Data Science,80.0
Kathleen Johnson,Business Analysis,85.0
Kathleen Johnson,Cloud Computing,80.0
Kathleen Johnson,Project Management,79.5
Kathleen Johnson,Content Creation,78.0
Kathleen Johnson,Game Development,78.0
Kathleen Johnson,Web Development,73.0
Kathleen Johnson,Machine Learning,68.0
Aaron Hawkins,Data Science,85.25
Aaron Hawkins,Business Analysis,94.0
Aaron Hawkins,Full Stack Development,83.0
Aaron Hawkins,Project Management,87.0
Aaron Hawkins,Blockchain Technology,78.0
Aaron Hawkins,UI/UX Design,78.0
Aaron Hawkins,IT Support,85.0
Aaron Hawkins,Web Development,74.0
Aaron Hawkins,Cloud Computing,84.0
Heather Snyder,Data Science,83.25
Heather Snyder,Business Analysis,89.0
Heather Snyder,Full Stack Development,76.0
Heather Snyder,DevOps,74.0
Heather Snyder,Game Development,85.5
Heather Snyder,Blockchain Technology,85.0
Heather Snyder,Cloud Computing,86.0
Heather Snyder,Content Creation,89.0
Heather Snyder,Cybersecurity,70.0
Heather Snyder,Human Resources,77.0
Heather Snyder,Mobile App Development,82.0
Patrick Thompson,Data Science,76.0
Patrick Thompson,Business Analysis,79.0
Patrick Thompson,IT Support,88.0
Patrick Thompson,Web Development,82.0
Patrick Thompson,Blockchain Technology,82.0
Patrick Thompson,Cloud Computing,89.0
Patrick Thompson,DevOps,81.5
Veronica Johnson,Data Science,73.8
Veronica Johnson,Business Analysis,75.5
Veronica Johnson,Finance Basics,77.0
Veronica Johnson,Cybersecurity,70.0
Veronica Johnson,Artificial Intelligence,82.0
Veronica Johnson,Blockchain Technology,73.0
Veronica Johnson,Game Development,76.0
Sarah Carter,Data Science,80.0
Sarah Carter,Business Analysis,84.0
Sarah Carter,Finance Basics,71.0
Sarah Carter,Digital Marketing,82.0
Sarah Carter,Artificial Intelligence,81.0
Sarah Carter,Project Management,76.0
Sarah Carter,Sales Skills,82.0
Mrs. Cynthia Snyder,Data Science,74.25
Mrs. Cynthia Snyder,Business Analysis,79.0
Mrs. Cynthia Snyder,Content Creation,78.0
Mrs. Cynthia Snyder,Full Stack Development,62.0
Mrs. Cynthia Snyder,Finance Basics,77.0
Mrs. Cynthia Snyder,Blockchain Technology,77.0
Sara Jennings,Data Science,79.5
Sara Jennings,Business Analysis,80.0
Sara Jennings,Web Development,74.0
Sara Jennings,Cloud Computing,84.0
Sara Jennings,DevOps,94.0
Sara Jennings,Finance Basics,78.0
Sara Jennings,IT Support,78.0
Sara Jennings,Content Creation,76.0
Elizabeth Olsen,Business Analysis,70.0
Elizabeth Olsen,Data Science,86.25
Elizabeth Olsen,Web Development,76.0
Elizabeth Olsen,DevOps,79.0
Elizabeth Olsen,Content Creation,73.0
Elizabeth Olsen,Finance Basics,78.0
Elizabeth Olsen,Digital Marketing,83.0
Elizabeth Olsen,Mobile App Development,83.0
Elizabeth Olsen,Blockchain Technology,73.0
Elizabeth Olsen,Human Resources,88.0
Rebecca Lara,Data Science,80.5
Rebecca Lara,Business Analysis,72.0
Rebecca Lara,Cloud Computing,75.0
Rebecca Lara,IT Support,70.0
Rebecca Lara,Cybersecurity,85.0
Rebecca Lara,Digital Marketing,85.0
Tyler Hernandez,Data Science,80.75
Tyler Hernandez,Business Analysis,76.0
Tyler Hernandez,UI/UX Design,77.0
